paper_id,pmid,pmcid,doi,title,pmc_access_status,pmc_parse_status,pdf_needed,pdf_import_status,normalized_path,notes
pmid-35604218,35604218,PMC9215225,10.1128/jvi.00101-22,KSHV RTA Induces Degradation of the Host Transcription Repressor ID2 To Promote the Viral Lytic Cycle.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-35545034,35545034,PMC9136943,10.1016/j.celrep.2022.110797,Interactomic analysis reveals a homeostatic role for the HIV restriction factor TRIM5α in mitophagy.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9136943.json,PMC XML downloaded and normalized.
pmid-35494555,35494555,PMC9052817,10.1177/11779322221092944,From Beginning to End: Expanding the SERINC3 Interactome Through an in silico Analysis.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9052817.json,PMC XML downloaded and normalized.
pmid-35452674,35452674,PMC9133654,10.1016/j.jbc.2022.101956,The cargo adapter protein CLINT1 is phosphorylated by the Numb-associated kinase BIKE and mediates dengue virus infection.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9133654.json,PMC XML downloaded and normalized.
pmid-35397701,35397701,PMC11072344,10.1007/s00018-022-04245-x,Mapping of molecular interactions between human E3 ligase TRIM69 and Dengue virus NS3 protease using hydrogen-deuterium exchange mass spectrometry.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-35390695,35390695,,10.1016/j.virol.2022.03.007,Septin 2 interacts with dengue virus replication complex proteins and participates in virus replication in mosquito cells.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-35369502,35369502,PMC8969595,10.3389/fmicb.2022.849084,MxB Disrupts Hepatitis C Virus NS5A-CypA Complex: Insights From a Combined Theoretical and Experimental Approach.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8969595.json,PMC XML downloaded and normalized.
pmid-35320713,35320713,PMC10496643,10.1016/j.celrep.2022.110544,Functional interactomes of the Ebola virus polymerase identified by proximity proteomics in the context of viral replication.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC10496643.json,PMC XML downloaded and normalized.
pmid-35297672,35297672,PMC9006913,10.1128/jvi.01995-21,The Human Liver-Expressed Lectin CD302 Restricts Hepatitis C Virus Infection.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9006913.json,PMC XML downloaded and normalized.
pmid-35266803,35266803,PMC9006918,10.1128/jvi.01962-21,RACK1 Associates with RNA-Binding Proteins Vigilin and SERBP1 to Facilitate Dengue Virus Replication.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-35263388,35263388,PMC8906592,10.1371/journal.ppat.1010322,Reovirus infection is regulated by NPC1 and endosomal cholesterol homeostasis.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8906592.json,PMC XML downloaded and normalized.
pmid-35259395,35259395,PMC8980627,10.1016/j.jbc.2022.101805,Host AKT-mediated phosphorylation of HIV-1 accessory protein Vif potentiates infectivity via enhanced degradation of the restriction factor APOBEC3G.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8980627.json,PMC XML downloaded and normalized.
pmid-35254825,35254825,,10.1021/acsinfecdis.1c00470,miR-383 Regulates Hepatic Lipid Homeostasis and Response to Dengue Virus Infection.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-35198896,35198896,PMC8844723,10.1016/j.isci.2022.103843,TMEM106A inhibits enveloped virus release from cell surface.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8844723.json,PMC XML downloaded and normalized.
pmid-35130329,35130329,PMC8853643,10.1371/journal.ppat.1010310,SPCS1-Dependent E2-p7 processing determines HCV Assembly efficiency.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8853643.json,PMC XML downloaded and normalized.
pmid-35105802,35105802,PMC8832970,10.1073/pnas.2108173119,Human cytomegalovirus protein RL1 degrades the antiviral factor SLFN11 via recruitment of the CRL4 E3 ubiquitin ligase complex.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8832970.json,PMC XML downloaded and normalized.
pmid-35041523,35041523,PMC8725591,10.1128/mbio.01979-21,Differential Expression of CREM/ICER Isoforms Is Associated with the Spontaneous Control of HIV Infection.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8725591.json,PMC XML downloaded and normalized.
pmid-34971702,34971702,,10.1016/j.virusres.2021.198668,High-mobility group box 1 protein promotes dengue virus replication by interacting with untranslated regions of viral genome.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-34954236,34954236,,10.1016/j.jmb.2021.167421,Feline Leukemia Virus-B Envelope Together With its GlycoGag and Human Immunodeficiency Virus-1 Nef Mediate Resistance to Feline SERINC5.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-34893529,34893529,PMC8755609,10.4049/jimmunol.2001389,SAMHD1 Promotes the Antiretroviral Adaptive Immune Response in Mice Exposed to Lipopolysaccharide.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8755609.json,PMC XML downloaded and normalized.
pmid-34811497,34811497,PMC8752805,10.1038/s41423-021-00802-9,HIV-1 Vif suppresses antiviral immunity by targeting STING.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-34787459,34787459,PMC8826805,10.1128/JVI.01782-21,Protein-RNA Interactome Analysis Reveals Wide Association of Kaposi's Sarcoma-Associated Herpesvirus ORF57 with Host Noncoding RNAs and Polysomes.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-34757838,34757838,PMC8791308,10.1128/JVI.01597-21,MicroRNA-376b-3p Promotes Porcine Reproductive and Respiratory Syndrome Virus Replication by Targeting Viral Restriction Factor TRIM22.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-34737357,34737357,PMC8566969,10.1038/s41422-021-00581-y,Comparison of viral RNA-host protein interactomes across pathogenic RNA viruses informs rapid antiviral drug discovery for SARS-CoV-2.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8566969.json,PMC XML downloaded and normalized.
pmid-34730395,34730395,PMC8791300,10.1128/JVI.01708-21,Host Restriction Factor A3G Inhibits the Replication of Enterovirus D68 by Competitively Binding the 5' Untranslated Region with PCBP1.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-34730388,34730388,PMC8791264,10.1128/JVI.01610-21,BST2 Suppresses LINE-1 Retrotransposition by Reducing the Promoter Activity of LINE-1 5' UTR.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8791264.json,PMC XML downloaded and normalized.
pmid-34709640,34709640,,10.1007/978-1-0716-1879-0_10,Isolation and Identification of Dengue Virus Interactome with Human Plasma Proteins by Affinity Purification-Mass Spectrometry.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-34314873,34314873,PMC9880813,10.1016/j.gpb.2021.02.008,A Yeast BiFC-seq Method for Genome-wide Interactome Mapping.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC9880813.json,PMC XML downloaded and normalized.
pmid-34933450,34933450,PMC8689460,10.1128/mBio.02113-21,Interferon-Induced Transmembrane Proteins Inhibit Infection by the Kaposi's Sarcoma-Associated Herpesvirus and the Related Rhesus Monkey Rhadinovirus in a Cell-Specific Manner.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8689460.json,PMC XML downloaded and normalized.
pmid-34824224,34824224,PMC8616905,10.1038/s41467-021-27177-9,A structured RNA motif locks Argonaute2:miR-122 onto the 5' end of the HCV genome.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8616905.json,PMC XML downloaded and normalized.
pmid-34818858,34818858,,10.4103/0972-9062.313961,Lipids fluctuations in mosquitoes upon arboviral infections.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-34745452,34745452,PMC8531761,10.1016/j.csbj.2021.09.017,"An Ebola, Neisseria and Trypanosoma human protein interaction census reveals a conserved human protein cluster targeted by various human pathogens.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8531761.json,PMC XML downloaded and normalized.
pmid-34697376,34697376,PMC8545964,10.1038/s41598-021-00415-2,HIV-2 Vpx neutralizes host restriction factor SAMHD1 to promote viral pathogenesis.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8545964.json,PMC XML downloaded and normalized.
pmid-34696522,34696522,PMC8540793,10.3390/v13102092,The Biogenesis of Dengue Virus Replication Organelles Requires the ATPase Activity of Valosin-Containing Protein.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8540793.json,PMC XML downloaded and normalized.
pmid-34685704,34685704,PMC8534522,10.3390/cells10102723,"The LEDGF/p75 Integrase Binding Domain Interactome Contributes to the Survival, Clonogenicity, and Tumorsphere Formation of Docetaxel-Resistant Prostate Cancer Cells.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8534522.json,PMC XML downloaded and normalized.
pmid-34613803,34613803,PMC8610598,10.1128/JVI.01445-21,HIV-1 CA Inhibitors Are Antagonized by Inositol Phosphate Stabilization of the Viral Capsid in Cells.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8610598.json,PMC XML downloaded and normalized.
pmid-34586867,34586867,PMC8610583,10.1128/JVI.00596-21,Genome-Wide CRISPR Screen Identifies RACK1 as a Critical Host Factor for Flavivirus Replication.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8610583.json,PMC XML downloaded and normalized.
pmid-34565409,34565409,PMC8474785,10.1186/s12977-021-00574-0,Arginyl-tRNA-protein transferase 1 contributes to governing optimal stability of the human immunodeficiency virus type 1 core.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8474785.json,PMC XML downloaded and normalized.
pmid-34550340,34550340,,10.1093/femspd/ftab046,Computational analysis of human host binding partners of chikungunya and dengue viruses during coinfection.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-34523960,34523960,PMC8577350,10.1128/JVI.01170-21,APOBEC3B Potently Restricts HIV-2 but Not HIV-1 in a Vif-Dependent Manner.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-34502213,34502213,PMC8431494,10.3390/ijms22179308,High-Throughput NanoBiT-Based Screening for Inhibitors of HIV-1 Vpu and Host BST-2 Protein Interaction.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8431494.json,PMC XML downloaded and normalized.
pmid-34425283,34425283,,10.1016/j.bbrc.2021.08.031,STUB1/CHIP promotes ubiquitination and degradation of HIV-1 Vif to restore the cellular level of APOBEC3G protein.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-34394108,34394108,PMC8356054,10.3389/fimmu.2021.707287,Identification of COVID-19 and Dengue Host Factor Interaction Networks Based on Integrative Bioinformatics Analyses.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8356054.json,PMC XML downloaded and normalized.
pmid-34380030,34380030,PMC8385645,10.1016/j.celrep.2021.109514,HIV-1 Nef interacts with the cyclin K/CDK13 complex to antagonize SERINC5 for optimal viral infectivity.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8385645.json,PMC XML downloaded and normalized.
pmid-34378951,34378951,PMC8552740,10.1128/Spectrum.00475-21,Secretory Carrier Membrane Protein 3 Interacts with 3A Viral Protein of Enterovirus and Participates in Viral Replication.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8552740.json,PMC XML downloaded and normalized.
pmid-34361946,34361946,PMC8303831,10.3390/microorganisms9071509,Predicted Cellular Interactors of the Endogenous Retrovirus-K Integrase Enzyme.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8303831.json,PMC XML downloaded and normalized.
pmid-34242702,34242702,,10.1016/j.jhep.2021.06.038,Novel function of SART1 in HNF4α transcriptional regulation contributes to its antiviral role during HBV infection.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-34225493,34225493,PMC8406168,10.1128/mBio.00972-21,Expression of the Ebola Virus VP24 Protein Compromises the Integrity of the Nuclear Envelope and Induces a Laminopathy-Like Cellular Phenotype.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8406168.json,PMC XML downloaded and normalized.
pmid-34202160,34202160,PMC8310280,10.3390/v13071230,Modulation of Viral Programmed Ribosomal Frameshifting and Stop Codon Readthrough by the Host Restriction Factor Shiftless.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8310280.json,PMC XML downloaded and normalized.
pmid-34170969,34170969,PMC8266076,10.1371/journal.ppat.1009523,"Highly-potent, synthetic APOBEC3s restrict HIV-1 through deamination-independent mechanisms.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8266076.json,PMC XML downloaded and normalized.
pmid-34106579,34106579,PMC8552657,10.1128/Spectrum.00145-21,The KSHV ORF20 Protein Interacts with the Viral Processivity Factor ORF59 and Promotes Viral Reactivation.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8552657.json,PMC XML downloaded and normalized.
pmid-34062120,34062120,PMC8276836,10.1016/j.cell.2021.04.047,TRIM7 inhibits enterovirus replication and promotes emergence of a viral variant with increased pathogenicity.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8276836.json,PMC XML downloaded and normalized.
pmid-34017322,34017322,PMC8130619,10.3389/fmicb.2021.682380,USP18 Mediates Interferon Resistance of Dengue Virus Infection.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8130619.json,PMC XML downloaded and normalized.
pmid-34011540,34011540,PMC8274603,10.1128/JVI.00971-20,"Human Immunodeficiency Virus Type 1 Vpr Mediates Degradation of APC1, a Scaffolding Component of the Anaphase-Promoting Complex/Cyclosome.",available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-34001619,34001619,PMC8166163,10.1073/pnas.2101450118,HIV envelope tail truncation confers resistance to SERINC5 restriction.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8166163.json,PMC XML downloaded and normalized.
pmid-34001508,34001508,PMC8284442,10.1128/AAC.02349-20,A Novel Series of Indole Alkaloid Derivatives Inhibit Dengue and Zika Virus Infection by Interference with the Viral Replication Complex.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-33999509,33999509,,10.1111/febs.16025,APOBEC3G rescues cells from the deleterious effects of DNA damage.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-33983947,33983947,PMC8118348,10.1371/journal.pone.0250318,Identification of recombinant Fabs for structural and functional characterization of HIV-host factor complexes.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8118348.json,PMC XML downloaded and normalized.
pmid-33954117,33954117,PMC8092360,10.3389/fcimb.2021.575346,"AXL, an Important Host Factor for DENV and ZIKV Replication.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8092360.json,PMC XML downloaded and normalized.
pmid-33807824,33807824,PMC8001122,10.3390/v13030417,Interactions of HIV-1 Capsid with Host Factors and Their Implications for Developing Novel Therapeutics.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8001122.json,PMC XML downloaded and normalized.
pmid-33801276,33801276,PMC7999308,10.3390/v13030395,SAMHD1 … and Viral Ways around It.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7999308.json,PMC XML downloaded and normalized.
pmid-33731458,33731458,PMC8139707,10.1128/JVI.02336-20,Valosin-containing protein/p97 plays critical roles in the Japanese encephalitis virus life cycle.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-33691013,33691013,,,Protein sequence models for prediction and comparative analysis of the SARS-CoV-2 -human interactome.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-33669846,33669846,PMC7923229,10.3390/v13020320,Human TRIM5α: Autophagy Connects Cell-Intrinsic HIV-1 Restriction and Innate Immune Sensor Functioning.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7923229.json,PMC XML downloaded and normalized.
pmid-33597212,33597212,PMC8104114,10.1128/JVI.02049-20,Proximity Biotin Labeling Reveals Kaposi's Sarcoma-Associated Herpesvirus Interferon Regulatory Factor Networks.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8104114.json,PMC XML downloaded and normalized.
pmid-33593971,33593971,PMC8545129,10.1128/mBio.03616-20,A Glycoprotein Mutation That Emerged during the 2013-2016 Ebola Virus Epidemic Alters Proteolysis and Accelerates Membrane Fusion.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC8545129.json,PMC XML downloaded and normalized.
pmid-33523994,33523994,PMC7793585,10.1126/sciadv.abd9732,TRIM26 is a critical host factor for HCV replication and contributes to host tropism.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7793585.json,PMC XML downloaded and normalized.
pmid-33513206,33513206,PMC7875390,10.1371/journal.ppat.1009275,Ebola virus triggers receptor tyrosine kinase-dependent signaling to promote the delivery of viral particles to entry-conducive intracellular compartments.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7875390.json,PMC XML downloaded and normalized.
pmid-33464395,33464395,,10.1007/s00438-020-01753-y,"Saccharomyces cerevisiae RNA lariat debranching enzyme, Dbr1p, is required for completion of reverse transcription by the retrovirus-like element Ty1 and cleaves branched Ty1 RNAs.",missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-33432690,33432690,,10.1111/cmi.13302,Valosin-containing protein ATPase activity regulates the morphogenesis of Zika virus replication organelles and virus-induced cell death.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-33357410,33357410,PMC7935764,10.1016/j.str.2020.12.001,Allosteric HIV Integrase Inhibitors Promote Formation of Inactive Branched Polymers via Homomeric Carboxy-Terminal Domain Interactions.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC7935764.json,PMC XML downloaded and normalized.
