paper_id,pmid,doi,title,abstract,publication_types,year,journal,authors,source_query,retrieval_batch,record_path
pmid-28438836,28438836,10.1074/jbc.M117.789438,A Wnt/Notch/Pax7 signaling network supports tissue integrity in tongue development.,"The tongue is one of the major structures involved in human food intake and speech. Tongue malformations such as aglossia, microglossia, and ankyloglossia are congenital birth defects, greatly affecting individuals' quality of life. However, the molecular basis of the tissue-tissue interactions that ensure tissue morphogenesis to form a functional tongue remains largely unknown. Here we show that ShhCre -mediated epithelial deletion of Wntless (Wls), the key regulator for intracellular Wnt trafficking, leads to lingual hypoplasia in mice. Disruption of epithelial Wnt production by Wls deletion in epithelial cells led to a failure in lingual epidermal stratification and loss of the lamina propria and the underlying superior longitudinal muscle in developing mouse tongues. These defective phenotypes resulted from a reduction in epithelial basal cells positive for the basal epidermal marker protein p63 and from impaired proliferation and differentiation in connective tissue and paired box 3 (Pax3)- and Pax7-positive muscle progenitor cells. We also found that epithelial Wnt production is required for activation of the Notch signaling pathway, which promotes proliferation of myogenic progenitor cells. Notch signaling in turn negatively regulated Wnt signaling during tongue morphogenesis. We further show that Pax7 is a direct Notch target gene in the embryonic tongue. In summary, our findings demonstrate a key role for the lingual epithelial signals in supporting the integrity of the lamina propria and muscular tissue during tongue development and that a Wnt/Notch/Pax7 genetic hierarchy is involved in this development.","Journal Article;Research Support, Non-U.S. Gov't",2017,The Journal of biological chemistry,Zhu XJ;Yuan X;Wang M;Fang Y;Liu Y;Zhang X;Yang X;Li Y;Li J;Li F;Dai ZM;Qiu M;Zhang Z;Zhang Z,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract] OR trafficking[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-28438836.json
pmid-28420429,28420429,10.1186/s13045-017-0461-8,DEPTOR maintains plasma cell differentiation and favorably affects prognosis in multiple myeloma.,"BACKGROUND: The B cell maturation process involves multiple steps, which are controlled by relevant pathways and transcription factors. The understanding of the final stages of plasma cell (PC) differentiation could provide new insights for therapeutic strategies in multiple myeloma (MM). Here, we explore the role of DEPTOR, an mTOR inhibitor, in the terminal differentiation of myeloma cells, and its potential impact on patient survival.

METHODS: The expression level of DEPTOR in MM cell lines and B cell populations was measured by real-time RT-PCR, and/or Western blot analysis. DEPTOR protein level in MM patients was quantified by capillary electrophoresis immunoassay. RNA interference was used to downregulate DEPTOR in MM cell lines.

RESULTS: DEPTOR knockdown in H929 and MM1S cell lines induced dedifferentiation of myeloma cells, as demonstrated by the upregulation of PAX5 and BCL6, the downregulation of IRF4, and a clear reduction in cell size and endoplasmic reticulum mass. This effect seemed to be independent of mTOR signaling, since mTOR substrates were not affected by DEPTOR knockdown. Additionally, the potential for DEPTOR to be deregulated in MM by particular miRNAs was investigated. The ectopic expression of miR-135b and miR-642a in myeloma cell lines substantially diminished DEPTOR protein levels, and caused dedifferentiation of myeloma cells. Interestingly, the level of expression of DEPTOR protein in myeloma patients was highly variable, the highest levels being associated with longer progression-free survival.

CONCLUSIONS: Our results demonstrate for the first time that DEPTOR expression is required to maintain myeloma cell differentiation and that high level of its expression are associated with better outcome. Primary samples used in this study correspond to patients entered into GEM2010 trial (registered at www.clinicaltrials.gov as #NCT01237249, 4 November 2010).","Journal Article;Research Support, Non-U.S. Gov't;Randomized Controlled Trial;Clinical Trial, Phase II",2017,Journal of hematology & oncology,Quwaider D;Corchete LA;Misiewicz-Krzeminska I;Sarasquete ME;Pérez JJ;Krzeminski P;Puig N;Mateos MV;García-Sanz R;Herrero AB;Gutiérrez NC,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-28420429.json
pmid-28412963,28412963,10.1186/s13045-017-0462-7,Posttranslationally modified progesterone receptors direct ligand-specific expression of breast cancer stem cell-associated gene programs.,"BACKGROUND: Estrogen and progesterone are potent breast mitogens. In addition to steroid hormones, multiple signaling pathways input to estrogen receptor (ER) and progesterone receptor (PR) actions via posttranslational events. Protein kinases commonly activated in breast cancers phosphorylate steroid hormone receptors (SRs) and profoundly impact their activities.

METHODS: To better understand the role of modified PRs in breast cancer, we measured total and phospho-Ser294 PRs in 209 human breast tumors represented on 2754 individual tissue spots within a tissue microarray and assayed the regulation of this site in human tumor explants cultured ex vivo. To complement this analysis, we assayed PR target gene regulation in T47D luminal breast cancer models following treatment with progestin (promegestone; R5020) and antiprogestins (mifepristone, onapristone, or aglepristone) in conditions under which the receptor is regulated by Lys388 SUMOylation (K388 intact) or is SUMO-deficient (via K388R mutation to mimic persistent Ser294 phosphorylation). Selected phospho-PR-driven target genes were validated by qRT-PCR and following RUNX2 shRNA knockdown in breast cancer cell lines. Primary and secondary mammosphere assays were performed to implicate phospho-Ser294 PRs, epidermal growth factor signaling, and RUNX2 in breast cancer stem cell biology.

RESULTS: Phospho-Ser294 PR species were abundant in a majority (54%) of luminal breast tumors, and PR promoter selectivity was exquisitely sensitive to posttranslational modifications. Phospho-PR expression and target gene programs were significantly associated with invasive lobular carcinoma (ILC). Consistent with our finding that activated phospho-PRs undergo rapid ligand-dependent turnover, unique phospho-PR gene signatures were most prevalent in breast tumors clinically designated as PR-low to PR-null (luminal B) and included gene sets associated with cancer stem cell biology (HER2, PAX2, AHR, AR, RUNX). Validation studies demonstrated a requirement for RUNX2 in the regulation of selected phospho-PR target genes (SLC37A2). In vitro mammosphere formation assays support a role for phospho-Ser294-PRs via growth factor (EGF) signaling as well as RUNX2 as potent drivers of breast cancer stem cell fate.

CONCLUSIONS: We conclude that PR Ser294 phosphorylation is a common event in breast cancer progression that is required to maintain breast cancer stem cell fate, in part via cooperation with growth factor-initiated signaling pathways and key phospho-PR target genes including SLC37A2 and RUNX2. Clinical measurement of phosphorylated PRs should be considered a useful marker of breast tumor stem cell potential. Alternatively, unique phospho-PR target gene sets may provide useful tools with which to identify patients likely to respond to selective PR modulators that block PR Ser294 phosphorylation as part of rational combination (i.e., with antiestrogens) endocrine therapies designed to durably block breast cancer recurrence.","Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",2017,Journal of hematology & oncology,Knutson TP;Truong TH;Ma S;Brady NJ;Sullivan ME;Raj G;Schwertfeger KL;Lange CA,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-28412963.json
pmid-28390782,28390782,10.1016/j.jdermsci.2017.03.011,Anti-melanogenic activity of phytosphingosine via the modulation of the microphthalmia-associated transcription factor signaling pathway.,"BACKGROUND: Microphthalmia-associated transcription factor (MITF) suppresses the expression of enzymes controlling the production of melanin. Phytosphingosine is a well-known cosmetic agent, but its anti-melanogenic activity and mechanism of action remain unclear.

OBJECTIVE: This study was designed to investigate the effects of phytosphingosine on melanin synthesis and elucidate the plausible mechanism of actions in vitro and ex vivo systems.

METHODS: Melanin content, cell viability, tyrosinase activity, p-CREB DNA binding activity, and the protein gene expression levels of the enzymes and proteins involved in melanogenesis were measured with the treatment of phytosphingosine.

RESULTS: Phytosphingosine inhibits melanin synthesis in cultured melan-a cells and a reconstructed human skin model. One possible mechanism of the anti-melanogenic activity of phytosphingosine appears to be associated with the modulation of MITF, which suppresses the expression of tyrosinase, tyrosinase-related protein-1 (TRP-1), and TRP-2. Further analysis revealed that phytosphingosine suppressed paired box 3 and SRY-related HMG-box 10, critical transcription factors of MITF. Phytosphingosine also effectively downregulated the protein levels of β-catenin and the phospho-cAMP response element binding protein, an upstream regulatory factor of MITF. These results are closely related to the suppression of MITF gene expression. In addition, treatment with phytosphingosine for over 12h, which is a relatively long period of time, did not directly suppress these MITF transcriptional factors. Instead, phytosphingosine induced ERK activation, which led to MITF phosphorylation, followed by its degradation. Therefore, the downregulation of MITF protein levels by phytosphingosine with a long time exposure is in part associated with MITF protein degradation through the MAPK kinase activation pathway.

CONCLUSION: The modulation of MITF by phytosphingosine is closely related with the signaling pathways, such as the suppression of the MITF gene expression and the degradation of the MITF protein, depending on the duration of treatment time. These results suggest that phytosphingosine might serve as an effective melanogenesis inhibitor in melanocytes via the regulation of the MITF signaling pathways.",Journal Article,2017,Journal of dermatological science,Jang EJ;Shin Y;Park HJ;Kim D;Jung C;Hong JY;Kim S;Lee SK,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR proteasom*[Title/Abstract] OR autophag*[Title/Abstract] OR lysosom*[Title/Abstract] OR sumoylat*[Title/Abstract] OR desumoylat*[Title/Abstract] OR phosphor*[Title/Abstract] OR acetylat*[Title/Abstract] OR methylat*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-28390782.json
pmid-28369879,28369879,10.1113/JP273997,Human skeletal muscle fibroblasts stimulate in vitro myogenesis and in vivo muscle regeneration.,"KEY POINTS: Accumulation of skeletal muscle extracellular matrix is an unfavourable characteristic of many muscle diseases, muscle injury and sarcopenia. The extent of cross-talk between fibroblasts, as the source of matrix protein, and satellite cells in humans is unknown. We studied this in human muscle biopsies and cell-culture studies. We observed a strong stimulation of myogenesis by human fibroblasts in cell culture. In biopsies collected 30 days after a muscle injury protocol, fibroblast number increased to four times control levels, where fibroblasts were found to be preferentially located immediately surrounding regenerating muscle fibres. These novel findings indicate an important role for fibroblasts in supporting the regeneration of muscle fibres, potentially through direct stimulation of satellite cell differentiation and fusion, and contribute to understanding of cell-cell cross-talk during physiological and pathological muscle remodelling.

ABSTRACT: Accumulation of skeletal muscle extracellular matrix is an unfavourable characteristic of many muscle diseases, muscle injury and sarcopenia. In addition to the indispensable role satellite cells play in muscle regeneration, there is emerging evidence in rodents for a regulatory influence on fibroblast activity. However, the influence of fibroblasts on satellite cells and muscle regeneration in humans is unknown. The purpose of this study was to investigate this in vitro and during in vivo regeneration in humans. Following a muscle injury protocol in young healthy men (n = 7), the number of fibroblasts (TCF7L2+), satellite cells (Pax7+), differentiating myogenic cells (myogenin+) and regenerating fibres (neonatal/embryonic myosin+) was determined from biopsy cross-sections. Fibroblasts and myogenic precursor cells (MPCs) were also isolated from human skeletal muscle (n = 4) and co-cultured using different cell ratios, with the two cell populations either in direct contact with each other or separated by a permeable membrane. MPC proliferation, differentiation and fusion were assessed from cells stained for BrdU, desmin and myogenin. On biopsy cross-sections, fibroblast number was seen to increase, along with myogenic cell number, by d7 and increase further by d30, where fibroblasts were observed to be preferentially located immediately surrounding regenerating muscle fibres. In vitro, the presence of fibroblasts in direct contact with MPCs was found to moderately stimulate MPC proliferation and strongly stimulate both MPC differentiation and MPC fusion. It thus appears, in humans, that fibroblasts exert a strong positive regulatory influence on MPC activity, in line with observations during in vivo skeletal muscle regeneration.","Journal Article;Research Support, Non-U.S. Gov't",2017,The Journal of physiology,Mackey AL;Magnan M;Chazaud B;Kjaer M,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-28369879.json
pmid-28289184,28289184,10.1681/ASN.2016070732,Renal Tubular Ubiquitin-Protein Ligase NEDD4-2 Is Required for Renal Adaptation during Long-Term Potassium Depletion.,"Adaptation of the organism to potassium (K+) deficiency requires precise coordination among organs involved in K+ homeostasis, including muscle, liver, and kidney. How the latter performs functional and molecular changes to ensure K+ retention is not well understood. Here, we investigated the role of ubiquitin-protein ligase NEDD4-2, which negatively regulates the epithelial sodium channel (ENaC), Na+/Cl- cotransporter (NCC), and with no-lysine-kinase 1 (WNK1). After dietary K+ restriction for 2 weeks, compared with control littermates, inducible renal tubular NEDD4-2 knockout (Nedd4LPax8/LC1 ) mice exhibited severe hypokalemia and urinary K+ wasting. Notably, expression of the ROMK K+ channel did not change in the distal convoluted tubule and decreased slightly in the cortical/medullary collecting duct, whereas BK channel abundance increased in principal cells of the connecting tubule/collecting ducts. However, K+ restriction also enhanced ENaC expression in Nedd4LPax8/LC1 mice, and treatment with the ENaC inhibitor, benzamil, reversed excessive K+ wasting. Moreover, K+ restriction increased WNK1 and WNK4 expression and enhanced SPAK-mediated NCC phosphorylation in Nedd4LPax8/LC1 mice, with no change in total NCC. We propose a mechanism in which NEDD4-2 deficiency exacerbates hypokalemia during dietary K+ restriction primarily through direct upregulation of ENaC, whereas increased BK channel expression has a less significant role. These changes outweigh the compensatory antikaliuretic effects of diminished ROMK expression, increased NCC phosphorylation, and enhanced WNK pathway activity in the distal convoluted tubule. Thus, NEDD4-2 has a crucial role in K+ conservation through direct and indirect effects on ENaC, distal nephron K+ channels, and WNK signaling.",Journal Article,2017,Journal of the American Society of Nephrology : JASN,Al-Qusairi L;Basquin D;Roy A;Rajaram RD;Maillard MP;Subramanya AR;Staub O,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR proteasom*[Title/Abstract] OR autophag*[Title/Abstract] OR lysosom*[Title/Abstract] OR sumoylat*[Title/Abstract] OR desumoylat*[Title/Abstract] OR phosphor*[Title/Abstract] OR acetylat*[Title/Abstract] OR methylat*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-28289184.json
pmid-28236341,28236341,10.1002/humu.23206,EDNRB mutations cause Waardenburg syndrome type II in the heterozygous state.,"Waardenburg syndrome (WS) is a genetic disorder characterized by sensorineural hearing loss and pigmentation anomalies. The clinical definition of four WS types is based on additional features due to defects in structures mostly arising from the neural crest, with type I and type II being the most frequent. While type I is tightly associated to PAX3 mutations, WS type II (WS2) remains partly enigmatic with mutations in known genes (MITF, SOX10) accounting for only 30% of the cases. We performed exome sequencing in a WS2 index case and identified a heterozygous missense variation in EDNRB. Interestingly, homozygous (and very rare heterozygous) EDNRB mutations are already described in type IV WS (i.e., in association with Hirschsprung disease [HD]) and heterozygous mutations in isolated HD. Screening of a WS2 cohort led to the identification of an overall of six heterozygous EDNRB variations. Clinical phenotypes, pedigrees and molecular segregation investigations unraveled a dominant mode of inheritance with incomplete penetrance. In parallel, cellular and functional studies showed that each of the mutations impairs the subcellular localization of the receptor or induces a defective downstream signaling pathway. Based on our results, we now estimate EDNRB mutations to be responsible for 5%-6% of WS2.","Journal Article;Research Support, Non-U.S. Gov't",2017,Human mutation,Issa S;Bondurand N;Faubert E;Poisson S;Lecerf L;Nitschke P;Deggouj N;Loundon N;Jonard L;David A;Sznajer Y;Blanchet P;Marlin S;Pingault V,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract] OR trafficking[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-28236341.json
pmid-28158851,28158851,10.1093/nar/gkx075,"p27Kip1, PCAF and PAX5 cooperate in the transcriptional regulation of specific target genes.","The cyclin-dependent kinase inhibitor p27Kip1 (p27) also behaves as a transcriptional repressor. Data showing that the p300/CBP-associated factor (PCAF) acetylates p27 inducing its degradation suggested that PCAF and p27 could collaborate in the regulation of transcription. However, this possibility remained to be explored. We analyzed here the transcriptional programs regulated by PCAF and p27 in the colon cancer cell line HCT116 by chromatin immunoprecipitation sequencing (ChIP-seq). We identified 269 protein-encoding genes that contain both p27 and PCAF binding sites being the majority of these sites different for PCAF and p27. PCAF or p27 knock down revealed that both regulate the expression of these genes, PCAF as an activator and p27 as a repressor. The double knock down of PCAF and p27 strongly reduced their expression indicating that the activating role of PCAF overrides the repressive effect of p27. We also observed that the transcription factor Pax5 interacts with both p27 and PCAF and that the knock down of Pax5 induces the expression of p27/PCAF target genes indicating that it also participates in the transcriptional regulation mediated by p27/PCAF. In summary, we report here a previously unknown mechanism of transcriptional regulation mediated by p27, Pax5 and PCAF.",Journal Article,2017,Nucleic acids research,Perearnau A;Orlando S;Islam ABMMK;Gallastegui E;Martínez J;Jordan A;Bigas A;Aligué R;Pujol MJ;Bachs O,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR proteasom*[Title/Abstract] OR autophag*[Title/Abstract] OR lysosom*[Title/Abstract] OR sumoylat*[Title/Abstract] OR desumoylat*[Title/Abstract] OR phosphor*[Title/Abstract] OR acetylat*[Title/Abstract] OR methylat*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract])); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract]) AND (interact*[Title/Abstract] OR bind*[Title/Abstract] OR cofactor*[Title/Abstract] OR partner*[Title/Abstract] OR complex*[Title/Abstract] OR remodel*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-28158851.json
pmid-28096335,28096335,10.1073/pnas.1612988114,Myofibril breakdown during atrophy is a delayed response requiring the transcription factor PAX4 and desmin depolymerization.,"A hallmark of muscle atrophy is the excessive degradation of myofibrillar proteins primarily by the ubiquitin proteasome system. In mice, during the rapid muscle atrophy induced by fasting, the desmin cytoskeleton and the attached Z-band-bound thin filaments are degraded after ubiquitination by the ubiquitin ligase tripartite motif-containing protein 32 (Trim32). To study the order of events leading to myofibril destruction, we investigated the slower atrophy induced by denervation (disuse). We show that myofibril breakdown is a two-phase process involving the initial disassembly of desmin filaments by Trim32, which leads to the later myofibril breakdown by enzymes, whose expression is increased by the paired box 4 (PAX4) transcription factor. After denervation of mouse tibialis anterior muscles, phosphorylation and Trim32-dependent ubiquitination of desmin filaments increased rapidly and stimulated their gradual depolymerization (unlike their rapid degradation during fasting). Trim32 down-regulation attenuated the loss of desmin and myofibrillar proteins and reduced atrophy. Although myofibrils and desmin filaments were intact at 7 d after denervation, inducing the dissociation of desmin filaments caused an accumulation of ubiquitinated proteins and rapid destruction of myofibrils. The myofibril breakdown normally observed at 14 d after denervation required not only dissociation of desmin filaments, but also gene induction by PAX4. Down-regulation of PAX4 or its target gene encoding the p97/VCP ATPase reduced myofibril disassembly and degradation on denervation or fasting. Thus, during atrophy, the initial loss of desmin is critical for the subsequent myofibril destruction, and over time, myofibrillar proteins become more susceptible to PAX4-induced enzymes that promote proteolysis.","Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",2017,Proceedings of the National Academy of Sciences of the United States of America,Volodin A;Kosti I;Goldberg AL;Cohen S,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""PAX family""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR turnover[Title/Abstract] OR ""protein level""[Title/Abstract] OR ""steady-state""[Title/Abstract] OR ""half-life""[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract])); ((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (ubiquitin*[Title/Abstract] OR deubiquitin*[Title/Abstract] OR proteasom*[Title/Abstract] OR autophag*[Title/Abstract] OR lysosom*[Title/Abstract] OR sumoylat*[Title/Abstract] OR desumoylat*[Title/Abstract] OR phosphor*[Title/Abstract] OR acetylat*[Title/Abstract] OR methylat*[Title/Abstract]) AND (stability[Title/Abstract] OR degradation[Title/Abstract] OR localization[Title/Abstract] OR retention[Title/Abstract] OR accumulation[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-28096335.json
pmid-28007630,28007630,10.1016/j.jtho.2016.12.006,Improving the Accuracy of Mesothelioma Diagnosis in China.,"INTRODUCTION: In the Western world, malignant mesothelioma (MM) is most prevalent in the pleura of older males who have been professionally exposed to asbestos. Information about MM from rapidly industrializing countries such as China is minimal. There is concern that a proportion of MM diagnoses in China may be incorrect because most Chinese physicians do not have experience diagnosing this rare cancer. We recently reported an unusually high incidence of peritoneal MM among eastern Chinese female patients. Here, we review the accuracy of MM diagnoses in China and provide suggestions to improve the accuracy of diagnosis.

METHODS: We reviewed 92 pathological diagnosis of MM in 2002-2015 from two reference centers in the province of Zhejiang in eastern China. We performed a large set of immunohistochemistry analyses to increase the reliability of the diagnosis.

RESULTS: We confirmed the MM diagnosis in 12 of 34 of the pleural tumors (35.3%), in 38 of 56 of the peritoneal tumors (67.9%), and in two of two of the MMs of the tunica vaginalis (100%). MMs were characterized by tumor cells showing nuclear Wilms tumor 1 and calretinin staining and by strong membranous staining for cytokeratin CAM5.2. The results of staining for the epithelial markers carcinoembryonic antigen, thyroid transcription factor-1, MOC31, BerEP4, p63, p40, paired box 8, ER and PR were negative. BRCA1 associated protein 1 nuclear staining was lost in percentages similar to what has been reported for samples from Western countries.

CONCLUSIONS: Our findings suggest that MM-especially in its pleural localization-is often misdiagnosed in eastern China. Identifying pitfalls and possible solutions in the pathological diagnosis of MM will affect both the standard of care and research in China.",Journal Article,2017,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,Guo Z;Carbone M;Zhang X;Su D;Sun W;Lou J;Gao Z;Shao D;Chen J;Zhang G;Hu J;Chen K;Wang F;Pass HI;Yu H;Napolitano A;Yang H;Mao W,"((""PAX8""[Title/Abstract] OR ""PAX2""[Title/Abstract] OR ""PAX3""[Title/Abstract] OR ""PAX5""[Title/Abstract] OR ""PAX7""[Title/Abstract] OR ""paired box""[Title/Abstract]) AND (""nuclear localization""[Title/Abstract] OR ""nuclear retention""[Title/Abstract] OR ""nuclear accumulation""[Title/Abstract] OR ""nuclear import""[Title/Abstract] OR ""nuclear export""[Title/Abstract] OR localization[Title/Abstract] OR trafficking[Title/Abstract]) AND (protein[Title/Abstract] OR transcription factor[Title/Abstract]))",20260830,Phase1_PubmedCollection/passes/pass_001/artifacts/metadata_collection/records/pmid-28007630.json
